frame_nmr,truck_id,truck_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
626,2.0,[353.67321788813814 41.03209174911882 1191.6072829056898 550.2824565360263],[943.088623046875 428.4326171875 1063.90625 469.4228515625],0.903606653213501,BH9208A0],0.15210443199074544
627,2.0,[342.543261363068 40.88762718817321 1194.4923484759368 550.0464197109839],[942.64794921875 428.60498046875 1063.0494384765625 469.328369140625],0.9100467562675476,[BH9208A0],0.2360133371512141
628,2.0,[335.9751675213542 40.82847071764567 1197.7514793309442 550.8631684917264],[939.527099609375 430.1682434082031 1059.767822265625 468.9636535644531],0.9129796028137207,BI9208*AO],0.24530867959420585
629,2.0,[345.7087857644464 42.421395899502386 1207.8966845958662 552.4148463989476],[942.2830810546875 430.87847900390625 1062.0958251953125 471.26593017578125],0.9279192686080933,BH9208*A0],0.16690751604031778
630,2.0,[341.6000074983559 45.078446212987444 1211.1640436177481 554.6069306212321],[947.37548828125 431.80108642578125 1068.6466064453125 471.76385498046875],0.9166752696037292,BH9208*A0,0.258869791079626
631,2.0,[409.3966138105017 47.940327117546445 1237.9424736883325 557.1649083669049],[953.159912109375 432.10858154296875 1074.418701171875 472.59796142578125],0.9274521470069885,BM9208*A0],0.2463402446535554
632,2.0,[419.99335641237747 47.771007249962935 1237.9453925198409 556.5438501076195],[953.86474609375 432.6706848144531 1075.3365478515625 473.3544616699219],0.9196368455886841,BH9208*A0],0.18290107639352013
633,2.0,[461.04357101901826 49.35828538486257 1244.044395234364 557.9954551307737],[952.3602294921875 433.0751037597656 1073.5498046875 474.4323425292969],0.9163983464241028,BI9208AO,0.32980250353104434
634,2.0,[469.47130366841844 48.93988681937594 1239.8819282116467 556.8775574042813],[951.2327880859375 433.09173583984375 1072.0784912109375 474.92291259765625],0.9190449118614197,BM9208*AO,0.33929832297045015
635,2.0,[466.9882243542509 48.94781173482977 1233.194095674367 556.4450387652322],[952.8155517578125 432.945068359375 1074.035400390625 475.1519775390625],0.9169639348983765,BM9208*A0],0.3684806127291567
636,2.0,[435.27196641143337 48.20989952147636 1218.342717964962 556.0681817336241],[954.8411865234375 432.65692138671875 1076.0289306640625 476.02789306640625],0.9243723750114441,BM9208*A0],0.2801390535105716
637,2.0,[396.05227347812576 47.49370631032252 1205.2012322548044 556.0627244947276],[955.568359375 433.0528869628906 1076.381591796875 476.6473693847656],0.9268983602523804,BH9208*A0],0.16414116044436122
638,2.0,[400.3301016819923 46.955915681218215 1214.2055358804373 556.0596837723402],[957.8931884765625 435.9112548828125 1078.1583251953125 476.5128173828125],0.9361526966094971,BM9208AO,0.21035433490985955
639,2.0,[400.43206718562817 47.06812219209863 1220.0614787675604 556.8031169658465],[961.46826171875 437.99639892578125 1079.951171875 478.7589111328125],0.9345266222953796,BH9208*A0],0.3125486914767325
640,2.0,[419.73178985756664 48.23939775391952 1231.8504231455263 557.9819678380969],[961.03564453125 438.8876647949219 1080.7889404296875 479.9221496582031],0.9199799299240112,BM9208*AO,0.20871679296499424
641,2.0,[412.67829853837424 49.307248236896356 1229.1413492611518 559.3063422234342],[959.5947265625 440.041015625 1079.9765625 481.3062744140625],0.9087554812431335,BH9208AO,0.3334650752727118
642,2.0,[444.53927274425774 51.314511120817826 1244.119846758557 560.9835042968236],[960.6322021484375 440.90313720703125 1080.990478515625 482.82086181640625],0.9003075361251831,BM9208*AO,0.2963504205187019
643,2.0,[477.12204944304546 51.727314732445166 1254.7621065883257 561.2079532649585],[962.7183837890625 440.49285888671875 1083.6512451171875 482.18310546875],0.8946682214736938,BM9208*A0],0.1962123853888137
644,2.0,[483.6413522227605 51.82908959987179 1251.2402836286983 561.7057171849017],[961.6890869140625 441.1468505859375 1082.5631103515625 483.6539306640625],0.8923160433769226,BH9208*AO,0.3472743865637197
645,2.0,[504.7819813188091 54.28768017028685 1254.0868563425563 563.6543012215794],[959.765625 443.5655517578125 1080.2374267578125 486.2816162109375],0.8990903496742249,BH9208*AO,0.38660526381424787
646,2.0,[516.1863873419223 57.19486042606991 1250.8419296441748 565.4309242246809],[958.9273681640625 444.6446533203125 1079.7919921875 485.59051513671875],0.9004842638969421,BH9208*A0],0.34490455776498424
647,2.0,[527.391822870381 59.010915528040584 1249.437778605213 566.220008693487],[959.9412841796875 444.1477355957031 1080.48486328125 486.3744201660156],0.8984755277633667,BH9208*AO,0.31410301860300016
648,2.0,[525.7836567786652 59.57044031448268 1242.9133977350825 566.5375052820278],[959.4638671875 445.58319091796875 1079.727294921875 485.97186279296875],0.9113868474960327,BH9208*AO,0.5131653279624384
649,2.0,[508.00715123767185 60.029087166135184 1230.1869366766803 567.0116261267115],[957.290283203125 446.58984375 1078.763916015625 487.8946533203125],0.9277278780937195,BH9208AO,0.35120051799890956
650,2.0,[476.14195203628407 60.78866394695174 1216.1228943083806 568.1553906439628],[956.860595703125 447.62921142578125 1078.0897216796875 489.10748291015625],0.9178584218025208,BH9208AO],0.2523870969849305
651,2.0,[485.8476923750056 63.01289247538847 1224.653327511662 568.9600933436077],[959.4422607421875 447.6334228515625 1079.2432861328125 489.9200439453125],0.9186851978302002,BH9208*A0],0.4431099251970652
652,2.0,[506.3648982466955 64.60983605132301 1235.0555142660646 569.2796873797989],[960.3951416015625 447.3975830078125 1079.7703857421875 489.439453125],0.921150803565979,BH9208AO],0.3160019432933389
653,2.0,[495.1036434329566 63.742998860687436 1227.9944092912338 567.9806891501447],[957.42626953125 446.29486083984375 1078.468017578125 487.13653564453125],0.9240385890007019,BM9208*AO,0.28379288609926595
654,2.0,[437.04097459644754 61.70680036295036 1202.961124595206 566.872114084256],[952.0321044921875 445.9879455566406 1074.0172119140625 485.8231506347656],0.9058546423912048,BM9208*AO],0.27773307776116934
655,2.0,[455.35783854537834 59.97681552555326 1216.9371212142369 565.3788893937615],[950.8443603515625 442.9745788574219 1072.163330078125 485.8583068847656],0.8977305293083191,BM9208*AO],0.31305352158358757
656,2.0,[476.9776606132683 58.99588173235074 1226.2968089135761 564.0950526228312],[951.0064697265625 441.91650390625 1070.8099365234375 483.82861328125],0.8881396651268005,[BM9208*AO],0.31999853137400835
657,2.0,[459.3947853057898 57.88898422010138 1216.7835636709415 562.9243381945402],[951.63916015625 440.856201171875 1070.959228515625 481.947021484375],0.8864786028862,[BM9208*AO,0.3275045837203404
658,2.0,[419.6396998219327 56.96997926367965 1201.488177999217 562.0350825002209],[948.196044921875 440.89080810546875 1069.3394775390625 481.83673095703125],0.8913226127624512,BM9208AO],0.2661504217391942
659,2.0,[415.91942358695513 56.84637609210489 1206.1367261807807 561.6177254849576],[946.0198974609375 440.5724792480469 1067.9307861328125 481.5637512207031],0.8848329782485962,BH9208-AO,0.28423168404118326
660,2.0,[419.56747047513255 57.08346532601297 1212.6072155862375 561.5169485540491],[948.5654296875 440.27056884765625 1069.2069091796875 481.32415771484375],0.888790488243103,BH9208A0],0.33100592579080046
661,2.0,[389.28627183060104 56.99098697369348 1203.223082072906 561.8048014503128],[951.058837890625 441.61431884765625 1071.90869140625 482.38238525390625],0.892305314540863,BH9208*AO],0.15891850439243027
662,2.0,[403.32712404156484 57.47024961350982 1216.741814166945 561.8516950727727],[952.3843994140625 441.6036682128906 1073.9580078125 482.6135559082031],0.8932914733886719,BH9208-AO,0.29937069839320685
663,2.0,[371.5043433570573 57.049163968879554 1206.8775791807611 562.1556936299346],[952.5693359375 441.3011474609375 1074.91259765625 484.761474609375],0.8872894048690796,BH9208*AO|,0.23141936090760637
664,2.0,[373.96575891140316 57.6797174561369 1214.512408434315 562.9995283442863],[952.94873046875 442.38092041015625 1073.942626953125 485.89764404296875],0.8887006640434265,BM9208-AO],0.2202076337463445
665,2.0,[371.8312205853751 57.401553760142065 1217.887314137425 562.6978352932526],[953.4708251953125 441.4937744140625 1076.571044921875 482.87579345703125],0.9002411365509033,BM9208*A0],0.27218200162315853
666,2.0,[438.6848789127973 57.58472411109051 1250.906672239773 562.7034408927],[960.7388916015625 441.3927001953125 1081.3675537109375 483.6246337890625],0.8949617743492126,BH9208*AO,0.3749917071768437
667,2.0,[488.81575228451334 58.068799914347835 1266.0223226346664 563.3318556612171],[961.9937744140625 444.1617431640625 1083.2486572265625 485.455810546875],0.8932060599327087,BH9208-AO,0.34052470216793
668,2.0,[504.4729746627996 58.33938200638727 1260.9137297537557 564.0524631456959],[960.7188720703125 445.6190490722656 1081.6015625 486.5262756347656],0.9058615565299988,BH9208-A0],0.2672078799389197
669,2.0,[489.7100143621022 58.92351747840516 1244.0267277864657 564.5708438217578],[958.7197265625 445.95733642578125 1079.355224609375 486.22540283203125],0.9133647680282593,BI9208*A0],0.2224834415795261
670,2.0,[494.40739828531633 59.56493373431215 1241.563725045962 565.2647881123662],[960.4080810546875 446.2874755859375 1080.5020751953125 486.942138671875],0.912918210029602,BM9208-AO,0.2515475268195944
671,2.0,[509.25842077319925 60.83374357579862 1244.471771983475 565.929306964128],[961.681640625 445.5216979980469 1083.652099609375 485.4753723144531],0.9034576416015625,BH9208*AO,0.32004760759850903
672,2.0,[498.429387210147 58.98237088129045 1236.5131450811039 564.707448833832],[960.993408203125 445.42645263671875 1081.711669921875 486.44561767578125],0.9031292796134949,BH9208*AO],0.1394178723117678
673,2.0,[437.0669101881228 57.90217474563792 1206.8695565473845 564.2303205588365],[951.9954833984375 446.01641845703125 1074.150146484375 485.84600830078125],0.9054509401321411,BH9208*AO],0.22235473154643454
674,2.0,[415.5061298081136 57.37785747355542 1202.1537835264003 564.1150370256701],[945.34033203125 444.4615173339844 1066.962646484375 486.6311950683594],0.8925965428352356,BH9208AO],0.13831516481715136
675,2.0,[397.61908830791896 56.48337028382011 1200.0898937244808 562.9918205734817],[944.6702880859375 441.72869873046875 1065.9537353515625 485.398681640625],0.889328122138977,BM9208AO,0.3430498377266346
676,2.0,[387.32202187232156 54.89522500131275 1202.1445906794954 560.5997802619444],[946.3642578125 438.81378173828125 1066.23681640625 479.65423583984375],0.9015780091285706,BM9208*AO,0.36798480098200137
677,2.0,[367.3539989454786 52.97656007619898 1197.5219963835423 558.534972632336],[945.928955078125 437.69940185546875 1063.420166015625 478.52313232421875],0.9158917665481567,BM9208AO],0.24936597682177175
678,2.0,[344.53393985795424 50.862573101603715 1194.7143787416544 557.2258726122698],[942.425048828125 436.09869384765625 1059.3934326171875 475.36383056640625],0.9209372401237488,BH9208*AO],0.13728547675106165
679,2.0,[335.96280199437115 47.83196602340797 1195.5443504251898 555.0999787747978],[937.851318359375 433.2327880859375 1057.410888671875 473.25177001953125],0.9141117334365845,BM9208AOT,0.2842652797859164
680,2.0,[331.9000070541893 45.232642071370776 1196.7613887078844 553.200863429395],[936.7369384765625 432.0650634765625 1056.4071044921875 470.8997802734375],0.9239256381988525,BM9208*A0],0.18990103492565838
681,2.0,[328.6428491109206 41.94120374104696 1196.7338563418707 550.293437248391],[936.306640625 430.18060302734375 1054.904296875 469.43902587890625],0.9185817837715149,BH9208AO],0.19380418379913153
682,2.0,[325.5180142487705 39.80921964544365 1196.8433945492918 548.0386127124254],[936.2462158203125 428.93719482421875 1055.0570068359375 467.88519287109375],0.9070872068405151,BH9208AO],0.2305078846348133
683,2.0,[321.58111094896447 36.96100797642589 1194.8853849432621 545.7908558375558],[935.7666015625 426.52886962890625 1053.75537109375 467.53521728515625],0.8960191011428833,BM9208A],0.3670349091923478
684,2.0,[317.6114363221562 34.33698506828637 1192.6223794062155 544.7036390612478],[930.5245361328125 426.03912353515625 1049.9603271484375 468.71343994140625],0.9032095074653625,BM9208*AO,0.33840845581040746
685,2.0,[298.96332602906836 32.26827574178327 1182.6199857780591 543.8671803148256],[928.396728515625 425.87127685546875 1047.6971435546875 468.12237548828125],0.9069411754608154,BH9208*AO],0.19028677243762585
686,2.0,[354.39443259711936 32.43327291719788 1204.6528108772372 544.1162297311532],[924.69189453125 425.845703125 1043.2545166015625 467.302001953125],0.9144386053085327,BM9208*A0],0.21127031673419355
687,2.0,[354.39443259711936 32.43327291719788 1204.6528108772372 544.1162297311532],[922.6668701171875 425.3673095703125 1041.263916015625 465.036376953125],0.9115091562271118,BH9208*AO],0.16431813329860995
688,2.0,[354.39443259711936 32.43327291719788 1204.6528108772372 544.1162297311532],[922.027099609375 425.8135986328125 1040.7637939453125 466.2548828125],0.9077848196029663,BI9208A0],0.14399441862403212
689,2.0,[354.39443259711936 32.43327291719788 1204.6528108772372 544.1162297311532],[924.6243896484375 425.72735595703125 1042.7857666015625 466.41424560546875],0.918542742729187,BH9208A0],0.2686434498593827
690,2.0,[386.907310033566 35.001478040388605 1209.7230513117693 546.7800316588616],[927.248291015625 425.50579833984375 1044.588134765625 466.78955078125],0.9196151494979858,BI9208A0],0.19528733496143688
691,2.0,[404.65531203892306 36.211948947775795 1205.3919126180585 547.3480854825552],[924.8629150390625 426.26898193359375 1042.67919921875 468.32977294921875],0.913779079914093,BH9208*A0],0.1820879552435787
692,2.0,[326.461400879818 31.976155515387916 1164.8120910421248 545.2632455785172],[924.310546875 428.4974060058594 1041.95458984375 468.9024353027344],0.9135957360267639,BM9208AO,0.26418803796644075
693,2.0,[374.19581384682095 38.01742553941247 1188.9953618299435 549.6423782245215],[928.6322021484375 428.062744140625 1047.3902587890625 468.538818359375],0.895546555519104,BM9208*A0],0.1668705361777444
694,2.0,[389.68978176579446 39.38402437305618 1194.4721776271122 549.8895877445856],[930.2825927734375 429.29937744140625 1050.3739013671875 469.26678466796875],0.9002953171730042,BM9208*A0],0.15082613810741444
695,2.0,[360.40859261484326 41.040689208648416 1183.153654868984 550.755511950473],[933.574951171875 429.9234619140625 1052.7718505859375 469.489013671875],0.9186716675758362,BM9208A0],0.15219345208375307
696,2.0,[343.1894538785912 41.63733723006638 1182.8783454840477 551.1719518818309],[936.1136474609375 430.9686279296875 1054.1422119140625 470.8067626953125],0.9230924248695374,BM9208*A0],0.3271188390756368
697,2.0,[336.23164800976036 42.871844095127756 1188.038388328086 552.0451730839027],[937.6005859375 432.2657470703125 1056.9002685546875 471.9588623046875],0.9206897020339966,BM9208AO],0.19991307159571747
698,2.0,[332.6253348200351 44.016203319160525 1192.621015824968 552.7793860933898],[938.2191162109375 432.92413330078125 1057.9071044921875 472.65740966796875],0.9180058240890503,BM9208*AO],0.23553680328518287
699,2.0,[323.4708307452522 44.71124022503284 1193.2241900074632 553.4876727453582],[936.63671875 433.1843566894531 1056.5528564453125 472.8184509277344],0.9205946922302246,BM9208*AO],0.2104223264545426
700,2.0,[313.6065703170758 45.39575990870006 1191.7661704090547 554.7760423271336],[933.910888671875 434.0379638671875 1054.5540771484375 475.5135498046875],0.9078254103660583,BM9208*AO],0.21820259944917464
701,2.0,[312.1209082226148 47.281883434029254 1192.3717465158281 556.8369765389081],[932.9837646484375 435.97613525390625 1052.8382568359375 475.4954833984375],0.9093782901763916,BM9208*AO],0.20533184435496868
702,2.0,[313.0679751670854 47.29336823760883 1194.0529944730097 556.6204671638418],[933.49951171875 435.067138671875 1053.8330078125 475.988525390625],0.9079664945602417,BH9208A0],0.19933382518737355
703,2.0,[310.39515400752055 48.003455109944156 1195.1032136637918 557.2469497521749],[933.998779296875 437.1416015625 1054.493896484375 475.7498779296875],0.9143338203430176,BH9208*AO],0.16091596631774874
704,2.0,[311.0981513939469 49.06486535023086 1196.449177003826 558.0346961771144],[932.94677734375 436.41302490234375 1052.4537353515625 475.70086669921875],0.9116894006729126,BH9208*A0],0.38710582689423595
705,2.0,[312.3292841338855 48.73916905679005 1193.8144641576787 557.6606947099764],[931.799560546875 434.9842834472656 1049.467529296875 477.4646301269531],0.9121289253234863,BM9208*A0],0.43532343055890466
706,2.0,[324.624168473412 48.8720536317293 1196.7546551492383 557.3504783887855],[931.969970703125 435.1054992675781 1049.623046875 477.3926696777344],0.9055277705192566,BH9208A0],0.5311796396463518
707,2.0,[321.2502562743681 48.55444076390168 1195.0614070122824 556.9305286445807],[934.1168212890625 435.250732421875 1053.9024658203125 475.846923828125],0.9101824164390564,BH9208A0],0.44204037277538516
708,2.0,[319.64620824912976 48.408134129295036 1196.5517081534456 556.2394044411751],[934.529296875 433.50701904296875 1055.1578369140625 476.11590576171875],0.9091120958328247,BH9208*A0],0.13081542373169155
709,2.0,[324.69094038603527 49.258928796995946 1196.7445647048598 557.072343392425],[933.0115966796875 435.0934753417969 1050.6888427734375 477.6251525878906],0.9087795615196228,[BH9208*A0],0.34393389239519845
710,2.0,[391.32449156109226 50.521523515756485 1220.328319276456 557.3621886335557],[930.9659423828125 436.5380554199219 1048.1038818359375 477.7035827636719],0.9249301552772522,BH9208*AO],0.2512486972475574
711,2.0,[425.27290204187904 52.85012195065471 1219.503131943962 558.4078061860641],[932.552978515625 436.0731201171875 1049.73876953125 477.257568359375],0.9155279397964478,[BH9208*AO],0.22177176235086177
712,2.0,[440.8968962135816 54.29576157267269 1214.5454318989903 559.1051796100285],[934.475341796875 433.6767883300781 1054.48291015625 475.8755798339844],0.9101505279541016,BH9208A0],0.4318406416825142
713,2.0,[428.85287812946217 53.03452761605598 1202.772158128847 557.685011880483],[933.3115234375 435.02838134765625 1053.3603515625 476.1881103515625],0.9042908549308777,BH9208A0],0.47509484956291637
714,2.0,[467.8327557699299 54.45407299823853 1213.201165551735 558.269484029435],[931.9127197265625 435.2541809082031 1049.4127197265625 477.7944030761719],0.9197372794151306,BH9208*A0],0.518132504043702
715,2.0,[487.76332056947115 55.346085078401416 1211.865577952156 558.3889783042366],[931.775390625 434.1737976074219 1049.416748046875 477.8871154785156],0.9199100136756897,BH9208*AO,0.2038304472632659
716,2.0,[503.0793655126538 55.491043377192824 1209.8664229840915 557.6855701087454],[933.304443359375 433.18115234375 1050.88037109375 473.8756103515625],0.9141695499420166,BH9208*AO,0.3043073601549819
717,2.0,[510.7710817354061 55.29655583476199 1205.4362386168443 557.123031515075],[932.6668701171875 433.16064453125 1050.7691650390625 474.0516357421875],0.9101023077964783,BH9208*A0],0.29241695793726946
718,2.0,[502.5014139912627 55.55907996163208 1194.512555598231 557.0311079774408],[931.29296875 433.1264343261719 1047.980224609375 475.4433288574219],0.9247742891311646,BH9208*AO,0.3844408859101569
719,2.0,[493.9790931193445 55.67521478998211 1186.2626891016084 556.9905797519993],[929.9501953125 432.9994201660156 1046.8211669921875 475.6149597167969],0.9290791153907776,BM9208*AO,0.49731579250137636
720,2.0,[487.64514046456674 55.976200348824676 1182.7742817826745 557.1552193167639],[930.7587890625 432.9439697265625 1047.752685546875 475.4705810546875],0.9264875054359436,BM9208*AO,0.24390849834335535
721,2.0,[498.2985006044256 57.35205032645075 1187.8097489891156 558.5929639369203],[931.33544921875 435.62945556640625 1049.616455078125 477.69036865234375],0.9244871735572815,BM9208*AO],0.15811078755179342
722,2.0,[472.94107969391587 57.25650063526072 1176.6022808098614 559.0135885108389],[932.936279296875 435.8270568847656 1050.237548828125 476.8064880371094],0.9089535474777222,BM9208*A0],0.4728010481515307
723,2.0,[484.6956002520899 57.881227501239664 1184.1197831232698 559.6120702762919],[931.5733642578125 435.4921875 1049.7503662109375 477.74853515625],0.9186573028564453,BM9208AO],0.21434671986841014
724,2.0,[498.46376964851834 58.45982298984541 1189.408050092842 559.7202311751244],[931.5169677734375 434.15728759765625 1049.1827392578125 477.6025390625],0.9188843369483948,[BM9208*A0],0.2704516826788647
725,2.0,[498.7579896589713 58.44823451464461 1187.485348190046 559.4106777766538],[931.5577392578125 433.2337951660156 1049.18017578125 474.8000183105469],0.9191393256187439,BH9208AO],0.17827754187593858
726,2.0,[496.7329385456085 57.534461106020984 1185.989733564456 558.086983076239],[930.5111083984375 431.693603515625 1048.0938720703125 472.822998046875],0.9161579608917236,[BH9208*AO,0.22337593050663376
727,2.0,[467.63967704521224 55.98157265101213 1173.442167047968 556.3106275868504],[929.7357177734375 431.09100341796875 1047.1673583984375 470.79742431640625],0.9229161143302917,BI9208*A0],0.20890976155248844
728,2.0,[458.8105271220175 55.43442864653332 1173.461899374029 555.4319279247055],[929.013916015625 430.77294921875 1046.915771484375 470.5185546875],0.926031768321991,BH9208*A0],0.3000278609615102
729,2.0,[449.1208128118761 55.02202523872867 1174.0917418229153 555.33978304516],[930.3385009765625 430.7301330566406 1048.2850341796875 470.6601867675781],0.9170365333557129,BM9208*AO|,0.13437290089118825
730,2.0,[463.79701222155967 55.009825692195136 1184.9899955002832 555.3006245844634],[931.0379638671875 430.6254577636719 1049.615478515625 470.9862365722656],0.920320987701416,[BH9208AO],0.28810383969485576
731,2.0,[468.25684393506265 55.10214402854504 1187.1895017042402 555.5715929849028],[930.7701416015625 431.2615966796875 1049.117431640625 471.480224609375],0.925172746181488,BH9208AO],0.28388521865160854
732,2.0,[462.7912917321793 55.29450187709239 1184.4472282947422 556.0270411055249],[930.50732421875 431.6856689453125 1048.35791015625 472.3599853515625],0.9180051684379578,[BH9208*A0],0.22843277023524927
733,2.0,[482.0632800224319 55.87217824960467 1193.293891878961 556.615993395255],[930.7938232421875 432.13214111328125 1049.5406494140625 472.62164306640625],0.9193280339241028,BM9208*A0],0.19380263037567785
734,2.0,[483.2460308616613 56.27034897695236 1192.658862331531 556.5454239193738],[934.739501953125 431.84161376953125 1052.268798828125 471.89813232421875],0.913877010345459,[BH9208AO,0.24544549139032912
735,2.0,[459.9911436100323 56.701049507810694 1180.3892344604142 556.593585141166],[936.5528564453125 431.52667236328125 1053.63720703125 470.44403076171875],0.9166401028633118,BM9208*AO],0.30223126721005866
736,2.0,[467.06858965729 56.862305918300876 1187.8486757263672 556.7084937496825],[936.4122314453125 431.77392578125 1053.7877197265625 471.2320556640625],0.9181432723999023,BM9208AO,0.24789333550674608
737,2.0,[459.6099939204265 56.90765120012003 1187.4611011785373 556.8139066135607],[936.3575439453125 431.81298828125 1053.6302490234375 471.41412353515625],0.9153414964675903,BM9208*AO,0.44398454947820987
738,2.0,[486.2745568255033 56.766441423176815 1200.874869925924 556.1203281518376],[937.065673828125 431.30743408203125 1054.3907470703125 470.08319091796875],0.9157025218009949,BM9208AO],0.1598172888450697
739,2.0,[498.03494878869714 56.35698617423711 1203.8431183587734 555.5439752481601],[936.7021484375 431.0285339355469 1054.145263671875 470.2135925292969],0.9145781993865967,BM9208*A0],0.3777877345454924
740,2.0,[472.2479803956715 56.42909466762842 1188.5201105302574 555.9888041645737],[934.5626220703125 431.52593994140625 1052.0579833984375 471.28472900390625],0.914965033531189,BM9208*A0],0.49088976613364516
741,2.0,[474.4577841372565 56.99136646346798 1188.9504625969528 556.5400292443966],[931.5767822265625 431.940185546875 1050.24658203125 471.9359130859375],0.9112192392349243,BM9208*AO,0.44716162711601676
742,2.0,[478.89257391064757 56.56815414283261 1192.115404475913 555.84030611042],[935.8092041015625 430.90185546875 1053.5135498046875 470.699462890625],0.9192937612533569,BM9208AO,0.41200403787923606
743,2.0,[464.42556103472947 55.248219263159825 1186.1768807765861 555.1136122652232],[937.7640380859375 430.7376403808594 1055.064453125 469.6465759277344],0.9125198721885681,[BM9208*A0],0.2994259054028082
744,2.0,[429.4039408841374 54.92826842961662 1174.8656068427897 554.5398722819257],[933.9637451171875 429.608154296875 1051.5469970703125 469.5123291015625],0.9113535284996033,BM9208*A0],0.36967767624491304
745,2.0,[401.20081447979885 53.56564395853525 1166.8688573515897 553.7702957745383],[929.763427734375 429.4624938964844 1047.9583740234375 470.6586608886719],0.9130612015724182,BM9208*AO],0.525226079214663
746,2.0,[394.26565381197685 53.14275440799767 1171.0748598571843 553.3251053748968],[929.59765625 428.772216796875 1048.186279296875 471.46063232421875],0.9117018580436707,BM9208*AO],0.46254831565090415
747,2.0,[436.7598310434874 52.64841570639615 1195.856432145029 552.2507934296199],[933.7327880859375 426.9102783203125 1051.8541259765625 469.1773681640625],0.9060710668563843,BM9208A0],0.4325637221348442
748,2.0,[424.08554660632257 52.29179454470764 1188.6038461803169 551.5226208881071],[933.953369140625 426.6395263671875 1051.91650390625 467.1307373046875],0.89191073179245,BM9208AO],0.3158924923853493
749,2.0,[431.31504758968595 51.83527087493263 1187.9468792820808 551.6749380436474],[929.5106201171875 426.9039306640625 1048.272705078125 469.2969970703125],0.9053027033805847,BM9208*A0],0.40384322997073235
750,2.0,[440.74241685485333 52.66578074093488 1187.8434253659316 552.3047419346092],[929.1220703125 426.6289367675781 1047.955078125 468.0811462402344],0.8973044753074646,BM9208*A0],0.5039487795761587
751,2.0,[455.6062657527764 51.54316169697066 1191.0457691760541 551.4688615981595],[929.9696044921875 426.41143798828125 1048.4669189453125 467.51904296875],0.9012698531150818,BM9208AO],0.2817621647644307
752,2.0,[470.39708329529947 51.19544868623265 1193.1142387990594 551.1882985058793],[929.7537841796875 426.39544677734375 1048.32421875 467.60491943359375],0.9015132784843445,BM9208*A0],0.334646349476942
753,2.0,[479.02452544875337 51.2742438982948 1192.3079270338337 550.8637294564746],[929.61181640625 424.8273620605469 1048.0260009765625 466.3078918457031],0.8934409022331238,BM9208*A0],0.2616555723996394
754,2.0,[493.29536777733034 50.80668800438852 1195.4142100332442 550.5238783200384],[931.48095703125 425.13616943359375 1050.6839599609375 466.04058837890625],0.8906195163726807,BM9208AO],0.21837524031192407
755,2.0,[480.6153994133238 52.02581225358361 1186.797865028969 551.0840955090223],[934.9517822265625 424.96746826171875 1052.1146240234375 465.8284912109375],0.8953689932823181,BM9208*AO,0.2487552739840638
756,2.0,[486.7300932467546 52.887315973871836 1188.1735051518847 551.5534696499686],[931.2232666015625 426.72845458984375 1050.2926025390625 467.60906982421875],0.9018204212188721,BH9208*A0|,0.12823831012557024
757,2.0,[445.8318267191272 51.78417355472308 1167.9480378032772 551.4551182665028],[929.7396240234375 426.5350341796875 1048.24072265625 468.1082763671875],0.9007483124732971,BM9208*AO],0.2389657716948743
758,2.0,[453.2632129666279 51.12873031741975 1174.8774378664682 550.9722326631163],[929.766357421875 425.1257019042969 1048.1630859375 466.8971862792969],0.8985209465026855,BM9208*AO],0.3488285931119936
759,2.0,[468.6476110423475 50.84022306126016 1182.4939769281093 550.4365249366267],[929.4197998046875 424.4168701171875 1047.7109375 465.7733154296875],0.9039706587791443,[BM9208*AO],0.36629352907715845
760,2.0,[492.8473010059589 51.03930150597685 1193.257894178933 549.9534588411775],[928.99853515625 424.3155822753906 1047.341552734375 465.3326110839844],0.906968891620636,BM9208*A0],0.45323949426363214
761,2.0,[502.1627719471095 51.20774355283754 1194.297004689141 549.6416432239986],[929.1590576171875 423.9302673339844 1047.5289306640625 464.9693908691406],0.9083030223846436,BH9208*AO],0.2568548906873034
762,2.0,[506.7921763399018 51.23665833822844 1193.0767342977958 549.4994121337434],[929.134033203125 424.3225402832031 1047.590087890625 465.4278259277344],0.9053577184677124,BM9208AO],0.38258354759462254
763,2.0,[498.7268069962637 52.13288590165004 1183.0272342198582 550.1639609452246],[927.83642578125 424.9204406738281 1045.193359375 465.7180480957031],0.913848876953125,BM9208*A0],0.287186261498683
764,2.0,[476.178039568658 52.861099327909955 1169.4950888697533 550.7671284617892],[927.41845703125 425.1036376953125 1043.90771484375 465.8629150390625],0.912560760974884,BM9208*A0],0.3378224280724658
765,2.0,[477.5454870277097 53.5521602989451 1172.1660166755657 550.99254810363],[928.674072265625 424.8076477050781 1046.97021484375 465.9981384277344],0.9037234783172607,BM9208*A0],0.2897356848823964
766,2.0,[488.99063534827496 52.95498566963357 1180.0493820527809 550.6833033309913],[930.447509765625 425.80914306640625 1050.160400390625 466.9884033203125],0.8939229846000671,BM9208*AO,0.48420382592471856
767,2.0,[488.85018151966017 51.12693837165054 1181.091904323478 550.0792685485101],[932.8126220703125 425.082275390625 1051.5062255859375 465.82354736328125],0.8908158540725708,BM9208*AO],0.4676316210048971
